gene symbol,p_val_adj,avg_logFC,cell type
RPLP1,8.40E-32,0.293479798,Monocyte
RPLP1,0,0.807160585,T cells
RPLP2,1.58E-31,0.274737597,Macrophage
RPLP2,3.20E-39,0.376239973,Monocyte
RPLP2,0,1.075176225,T cells
RPN1,1.42E-22,0.332582664,Principal cells
RPN1,0.04536182,0.432723759,Podocyte
RPN1,1.86E-09,0.275762284,Thin ascending loop of Henle
RPN2,0.041395918,0.345287843,Podocyte
RPS10,2.90E-33,0.527278583,Monocyte
RPS10,4.91E-174,0.661146771,T cells
RPS11,1.68E-21,0.360990584,Macrophage
RPS11,2.64E-41,0.526343204,Monocyte
RPS11,3.92E-124,0.469429326,T cells
RPS12,2.97E-23,0.268541653,Monocyte
RPS12,0,0.864851802,T cells
RPS13,9.71E-24,0.330183729,Monocyte
RPS13,1.79E-185,0.492279062,T cells
RPS14,6.46E-20,0.308531062,Monocyte
RPS14,4.84E-295,0.625685585,T cells
RPS15,3.57E-20,0.311839332,Monocyte
RPS15,3.05E-180,0.4599491,T cells
RPS15A,3.03E-31,0.324714592,Monocyte
RPS15A,0,0.986809447,T cells
RPS16,1.66E-20,0.278549331,Macrophage
RPS16,1.07E-22,0.328095406,Monocyte
RPS16,2.41E-290,0.630775513,T cells
RPS17,3.75E-18,0.293795115,T cells
RPS17L,2.09E-16,0.355667175,Proximal tubule
RPS17L,1.17E-38,0.388243507,T cells
RPS18,2.19E-44,0.474772664,Monocyte
RPS18,0,0.782125426,T cells
RPS18,1,0.301315401,Interstitium / Fibroblasts
RPS19,1.49E-123,1.059824341,Macrophage
RPS19,2.74E-55,0.545139091,Monocyte
RPS19,0,0.835497984,T cells
RPS19BP1,5.26E-18,0.394638738,Proximal tubule
RPS2,3.46E-59,0.543873974,Macrophage
RPS2,7.09E-83,0.791911137,Monocyte
RPS2,0,0.900890688,T cells
RPS20,0,0.749803638,T cells
RPS21,3.08E-09,0.269611772,Descending loop of Henle
RPS21,6.02E-30,0.409789621,Monocyte
RPS21,5.20E-285,0.669350095,T cells
RPS23,1.61E-43,0.425357179,Monocyte
RPS23,5.66E-123,0.326042965,T cells
RPS24,7.41E-67,0.485190092,Macrophage
RPS24,1.94E-73,0.603169683,Monocyte
RPS25,0,0.615668773,T cells
RPS26,1,0.363521307,Interstitium / Fibroblasts
RPS27,1.19E-26,0.299983517,Monocyte
RPS27,0,1.05515482,T cells
RPS27A,0,0.710569866,T cells
RPS27L,0,1.255555792,Proximal tubule
RPS28,4.06E-14,0.253808993,Descending loop of Henle
RPS28,3.85E-184,0.434713924,T cells
RPS29,2.98E-19,0.347727705,Monocyte
RPS29,0,0.904381182,T cells
RPS3,4.16E-32,0.352087413,Monocyte
RPS3,0,1.214581761,T cells
RPS3A,1.15E-27,0.353788061,Monocyte
RPS3A,1.07E-303,0.603223315,T cells
RPS4X,1.44E-31,0.326491055,Intercalated cells
RPS4X,2.00E-173,0.453255588,T cells
RPS4X,1,0.31630867,Interstitium / Fibroblasts
RPS4Y1,4.33E-24,0.427404518,Proximal tubule
RPS4Y1,6.17E-41,0.33124993,T cells
RPS5,1.14E-11,0.271537376,Monocyte
RPS5,6.64E-121,0.475050154,T cells
RPS6,1.28E-112,0.339773612,T cells
RPS7,3.33E-91,0.320803616,Proximal tubule
RPS7,2.78E-14,0.25139602,Monocyte
RPS7,1.41E-120,0.362761013,T cells
RPS8,1.61E-42,0.463625873,Monocyte
RPS8,1.21E-196,0.507094198,T cells
RPS8,1,0.274438124,Interstitium / Fibroblasts
RPS9,6.39E-73,0.620600509,Macrophage
RPS9,1.02E-33,0.429200806,Monocyte
RPS9,1.06E-87,0.344114115,T cells
RPS9,1,0.292294747,Interstitium / Fibroblasts
RPSA,3.42E-12,0.298546664,Monocyte
RPSA,4.12E-207,0.757225758,T cells
RPSAP58,4.00E-204,0.907682458,T cells
RRAD,2.51E-64,0.851081353,Mesangial cell
RRAD,2.51E-64,0.851081353,Vascular smooth muscle cells / pericytes
RRAGA,1,0.304063385,Interstitium / Fibroblasts
RRAGD,2.03E-69,0.296604406,Intercalated cells
RRAGD,5.25E-39,0.584177731,Thick ascending loop of Henle
RRAGD,2.74E-78,0.533964696,Connecting tubule
RRAGD,2.74E-78,0.533964696,Distal tubule
RRAS,2.01E-21,0.629962897,Podocyte
RRAS,2.04E-63,0.877503695,Mesangial cell
RRAS,0.079775667,0.258178725,Interstitium / Fibroblasts
RRAS,6.29E-44,0.911550563,Glomerular endothelial
RRAS,2.80E-40,0.842625445,Descending vasa recta
RRAS,2.04E-63,0.877503695,Vascular smooth muscle cells / pericytes
RRBP1,2.06E-24,0.52415432,Descending loop of Henle
RRBP1,4.35E-27,0.494436438,Thick ascending loop of Henle
RRBP1,2.33E-40,0.590658882,Thin ascending loop of Henle
RRBP1,0.000222605,0.537837482,Interstitium / Fibroblasts
RSBN1L,0.958582745,0.287189905,Podocyte
RSL1D1,1,0.293446832,Interstitium / Fibroblasts
RSL24D1,7.43E-09,0.336086086,Proximal tubule
RSRC2,1,0.254877711,Podocyte
RTF1,2.06E-10,0.319912808,Thin ascending loop of Henle
RTF1,0.103413265,0.268308327,Mesangial cell
RTF1,0.103413265,0.268308327,Vascular smooth muscle cells / pericytes
RTFDC1,1,0.308748489,Podocyte
RTN3,1.43E-48,0.553938401,Principal cells
RTN3,1.61E-38,0.465545295,Connecting tubule
RTN3,1,0.284527435,Interstitium / Fibroblasts
RTN3,1.61E-38,0.465545295,Distal tubule
RTN4,4.09E-35,0.371908111,Principal cells
RTN4,1.35E-171,1.14350455,Intercalated cells
RTN4,3.52E-64,0.64397449,Connecting tubule
RTN4,1,0.48508078,Interstitium / Fibroblasts
RTN4,3.52E-64,0.64397449,Distal tubule
RUNX1T1,2.43E-15,0.543063915,Interstitium / Fibroblasts
RWDD1,0.153582145,0.297328268,Proximal tubule
S100A1,2.13E-53,0.747675874,Descending loop of Henle
S100A10,2.51E-22,0.49074745,Descending loop of Henle
S100A10,1.82E-12,0.41601594,Thick ascending loop of Henle
S100A10,7.21E-25,0.515037504,Macrophage
S100A10,9.77E-63,0.738273248,Thin ascending loop of Henle
S100A10,3.80E-05,1.272292928,Interstitium / Fibroblasts
S100A10,5.38E-08,0.468024331,Descending vasa recta
S100A10,0.006032404,0.374570527,Ascending vasa recta
S100A11,7.61E-139,0.91424326,Principal cells
S100A11,1.05E-12,0.377254145,Descending loop of Henle
S100A11,4.17E-134,1.187067055,Macrophage
S100A11,4.27E-24,0.528863791,Monocyte
S100A11,2.65E-104,0.968425178,Thin ascending loop of Henle
S100A11,0.000752836,0.726297615,Interstitium / Fibroblasts
S100A13,1.30E-68,0.627519187,Principal cells
S100A13,1.70E-46,0.77917337,Descending loop of Henle
S100A13,2.27E-42,0.37171425,Intercalated cells
S100A13,2.44E-09,0.368816786,Thick ascending loop of Henle
S100A13,9.50E-15,0.62108367,Podocyte
S100A13,5.37E-126,1.119641972,Thin ascending loop of Henle
S100A13,5.41E-11,1.226927554,Interstitium / Fibroblasts
S100A13,8.81E-05,0.443341591,Descending vasa recta
S100A14,4.20E-238,1.078206729,Thin ascending loop of Henle
S100A16,1.46E-15,0.345268903,Descending loop of Henle
S100A16,7.88E-20,0.658990509,Podocyte
S100A16,3.07E-27,0.412210087,Thin ascending loop of Henle
S100A16,0.057002934,0.474400874,Interstitium / Fibroblasts
S100A16,4.16E-26,0.867438773,Glomerular endothelial
S100A16,1.06E-34,0.886767983,Descending vasa recta
S100A16,6.02E-07,0.660822558,Ascending vasa recta
S100A2,1.77E-281,1.515797038,Principal cells
S100A2,1.42E-57,0.902830619,Thick ascending loop of Henle
S100A2,5.08E-97,0.865861855,Connecting tubule
S100A2,3.20E-111,1.656189007,Thin ascending loop of Henle
S100A2,5.08E-97,0.865861855,Distal tubule
S100A4,4.85E-238,2.025341703,Macrophage
S100A4,1.68E-34,0.354842011,Monocyte
S100A4,0,1.090471684,T cells
S100A4,0.086202276,0.555093275,Interstitium / Fibroblasts
S100A4,3.92E-10,0.485135158,Descending vasa recta
S100A6,8.60E-135,0.709873654,Principal cells
S100A6,3.54E-34,0.534840583,Thick ascending loop of Henle
S100A6,1.77E-43,0.356698623,Connecting tubule
S100A6,1.88E-59,0.542229233,Macrophage
S100A6,9.84E-52,1.264311372,Podocyte
S100A6,4.10E-146,1.248751034,Thin ascending loop of Henle
S100A6,0.015466816,0.544357589,Interstitium / Fibroblasts
S100A6,3.37E-24,0.253183267,Glomerular endothelial
S100A6,4.53E-65,0.986454055,Descending vasa recta
S100A6,1.77E-43,0.356698623,Distal tubule
S100A8,0,2.781259045,Macrophage
S100A9,0,3.009170361,Macrophage
S1PR1,1.71E-248,1.277030226,Descending vasa recta
S1PR1,6.47E-69,0.921887513,Ascending vasa recta
SAMD11,1.31E-154,1.199718103,Podocyte
SAMHD1,1.16E-126,0.67680522,Macrophage
SAMHD1,3.77E-116,0.579009787,Monocyte
SAMHD1,1.36E-07,0.614663606,Interstitium / Fibroblasts
SAMSN1,1.11E-246,1.034864678,Macrophage
SAP18,8.17E-112,0.6513533,Proximal tubule
SAP30,4.88E-111,0.53546364,Monocyte
SAR1A,1.32E-12,0.272030885,Principal cells
SAR1A,0.196565264,0.395873937,Podocyte
SAT1,4.96E-21,0.262703699,Principal cells
SAT1,2.22E-160,1.508788699,Macrophage
SAT1,6.82E-34,0.73963289,Monocyte
SAT1,7.00E-17,0.363658017,Thin ascending loop of Henle
SAT2,0,1.66583355,Proximal tubule
SBDS,5.30E-07,0.297079062,Proximal tubule
SBDS,7.72E-14,0.724251392,Podocyte
SBDS,1,0.389444592,Interstitium / Fibroblasts
SBF2,0.32130604,0.319510756,Podocyte
SBSPON,4.95E-75,0.649061673,Descending loop of Henle
SBSPON,3.90E-227,1.74137114,Podocyte
SCAMP2,2.48E-36,0.431626063,Monocyte
SCAND1,1.98E-37,0.519349014,Proximal tubule
SCARA5,0,1.473255769,Interstitium / Fibroblasts
SCARB2,2.83E-25,0.282321411,Connecting tubule
SCARB2,0.003297757,0.388445268,Podocyte
SCARB2,2.83E-25,0.282321411,Distal tubule
SCCPDH,1.07E-79,0.599438279,Principal cells
SCD5,8.83E-63,0.712692639,Thick ascending loop of Henle
SCD5,4.62E-17,0.503735458,Podocyte
SCIMP,0,0.794571139,Macrophage
SCIN,4.76E-205,1.07399286,Principal cells
SCIN,9.24E-195,0.776620098,Intercalated cells
SCIN,3.33E-76,0.576358648,Connecting tubule
SCIN,7.67E-14,0.285748598,Thin ascending loop of Henle
SCIN,3.33E-76,0.576358648,Distal tubule
SCNN1A,5.56E-95,0.643947756,Principal cells
SCNN1A,9.07E-83,0.442140728,Intercalated cells
SCNN1A,8.67E-42,0.728701596,Thick ascending loop of Henle
SCNN1A,1.25E-76,0.630927021,Connecting tubule
SCNN1A,1.51E-63,0.739369256,Thin ascending loop of Henle
SCNN1A,1.25E-76,0.630927021,Distal tubule
SCNN1B,1.63E-278,0.934035658,Principal cells
SCNN1B,1.48E-150,0.707509382,Connecting tubule
SCNN1B,1.48E-150,0.707509382,Distal tubule
SCNN1G,0,1.231776736,Principal cells
SCNN1G,1.39E-154,0.815658363,Connecting tubule
SCNN1G,1.39E-154,0.815658363,Distal tubule
SCOC,4.90E-12,0.334635891,Proximal tubule
SCOC,0.004129371,0.265457402,Podocyte
SCP2,7.49E-257,0.958497023,Proximal tubule
SCPEP1,1.21E-66,0.546089696,Principal cells
SCPEP1,8.35E-45,0.276558975,Intercalated cells
SCPEP1,1.72E-147,1.072382048,Connecting tubule
SCPEP1,0.182870904,0.369711326,Interstitium / Fibroblasts
SCPEP1,1.72E-147,1.072382048,Distal tubule
SCRN2,3.57E-93,0.657670524,Proximal tubule
SDC1,1.01E-28,0.678613528,Thick ascending loop of Henle
SDC1,2.10E-106,0.924776521,Thin ascending loop of Henle
SDC2,4.28E-20,0.462286006,Descending loop of Henle
SDC2,7.05E-192,0.734634725,Intercalated cells
SDC2,4.61E-58,1.26145763,Podocyte
SDC2,4.44E-15,0.315348636,Thin ascending loop of Henle
SDC2,1.06E-06,0.326930377,Mesangial cell
SDC2,6.73E-10,0.722288688,Interstitium / Fibroblasts
SDC2,1.06E-06,0.326930377,Vascular smooth muscle cells / pericytes
SDC4,8.13E-132,0.857061423,Principal cells
SDC4,8.52E-24,0.433655798,Descending loop of Henle
SDC4,3.09E-56,0.376439611,Intercalated cells
SDC4,2.76E-33,0.646413095,Thick ascending loop of Henle
SDC4,1.35E-79,0.70302448,Connecting tubule
SDC4,6.76E-21,0.88429865,Podocyte
SDC4,7.10E-106,1.102117995,Thin ascending loop of Henle
SDC4,1.35E-79,0.70302448,Distal tubule
SDCBP,1.51E-29,0.52065882,Macrophage
SDCBP,1.57E-20,0.430578201,Monocyte
SDCBP,1,0.295937544,Interstitium / Fibroblasts
SDCBP,1.06E-09,0.604248316,Descending vasa recta
SDCBP,8.58E-05,0.509461217,Ascending vasa recta
SDF4,7.35E-12,0.33015797,Thin ascending loop of Henle
SDF4,3.27E-06,0.63499667,Interstitium / Fibroblasts
SDHB,1.05E-84,0.704697669,Proximal tubule
SDHC,9.43E-219,1.008912231,Proximal tubule
SDHD,8.35E-193,0.923755253,Proximal tubule
SDPR,0,1.607639308,Glomerular endothelial
SDPR,4.72E-55,0.811678916,Descending vasa recta
SDPR,9.71E-283,2.198944589,Ascending vasa recta
SEC11A,2.67E-18,0.388664834,Macrophage
SEC11A,1.75E-18,0.430340394,Monocyte
SEC11C,3.17E-08,0.338213701,Thick ascending loop of Henle
SEC11C,0.739138804,0.317387127,Descending vasa recta
SEC14L1,1.21E-153,1.661834015,Glomerular endothelial
SEC14L1,2.55E-43,0.923980999,Descending vasa recta
SEC14L1,4.91E-43,1.184834407,Ascending vasa recta
SEC31A,1,0.361443229,Interstitium / Fibroblasts
SEC61B,7.69E-20,0.379985495,Proximal tubule
SEC62,5.74E-46,0.559504049,Principal cells
SEC62,1.17E-18,0.319852927,Connecting tubule
SEC62,0.000361065,0.36342089,Podocyte
SEC62,2.57E-09,0.257539793,Thin ascending loop of Henle
SEC62,8.86E-12,0.601422609,Glomerular endothelial
SEC62,1.17E-18,0.319852927,Distal tubule
SEL1L,1.69E-15,0.510017238,Podocyte
SELK,5.28E-09,0.268751229,Principal cells
SELK,1,0.282784057,Podocyte
SELM,9.50E-69,0.630798096,Principal cells
SELM,5.51E-05,0.358271346,Thick ascending loop of Henle
SELM,4.48E-61,0.628844612,Connecting tubule
SELM,0.036214031,0.251588126,Podocyte
SELM,4.52E-14,0.333930676,Thin ascending loop of Henle
SELM,6.73E-65,1.136241486,Mesangial cell
SELM,0.000422392,0.732297602,Interstitium / Fibroblasts
SELM,7.98E-05,0.464390595,Glomerular endothelial
SELM,3.59E-12,0.53605355,Descending vasa recta
SELM,0.00351326,0.453070696,Ascending vasa recta
SELM,6.73E-65,1.136241486,Vascular smooth muscle cells / pericytes
SELM,4.48E-61,0.628844612,Distal tubule
SELPLG,2.06E-135,0.658984862,Macrophage
SELT,0.000588767,0.392376314,Podocyte
SEMA3C,6.16E-303,0.611094011,Intercalated cells
SEMA3C,6.18E-85,1.676455414,Interstitium / Fibroblasts
SEMA3G,1.66E-90,0.795995732,Podocyte
SEMA3G,1.18E-256,1.297676989,Descending vasa recta
SEMA5A,0,1.842573638,Podocyte
SEMA6D,7.27E-98,0.680357181,Thick ascending loop of Henle
SEPHS2,4.13E-206,0.960036278,Proximal tubule
SEPP1,0,1.335773603,Proximal tubule
SEPP1,2.37E-05,0.266478437,Podocyte
SEPP1,1,0.32887809,Interstitium / Fibroblasts
SEPT1,2.80E-151,0.702698977,T cells
SEPT11,2.45E-37,0.424024005,Principal cells
SEPT11,9.50E-53,1.13600139,Podocyte
SEPT11,0.025844546,0.504839407,Interstitium / Fibroblasts
SEPT15,0.095960332,0.38835078,Podocyte
SEPT15,1,0.312103961,Interstitium / Fibroblasts
SEPT15,1,0.480968619,Ascending vasa recta
SEPT2,0.000176344,0.377961081,Podocyte
SEPT2,1,0.289452986,Descending vasa recta
SEPT6,1.10E-77,0.582044666,T cells
SEPT7,1.51E-35,0.357224243,T cells
SEPT7,1.69E-05,0.434097037,Podocyte
SEPT7,5.30E-18,0.708862494,Mesangial cell
SEPT7,1,0.286764362,Interstitium / Fibroblasts
SEPT7,1,0.401948718,Ascending vasa recta
SEPT7,5.30E-18,0.708862494,Vascular smooth muscle cells / pericytes
SEPT9,1.83E-30,0.460786167,Macrophage
SEPT9,6.89E-61,0.511763529,T cells
SEPW1,1.64E-54,1.066539958,Mesangial cell
SEPW1,0.131314952,0.40832473,Glomerular endothelial
SEPW1,2.15E-14,0.776092144,Descending vasa recta
SEPW1,1.64E-54,1.066539958,Vascular smooth muscle cells / pericytes
SERBP1,0.086220253,0.271780993,Descending loop of Henle
SERBP1,1,0.259514476,Mesangial cell
SERBP1,1,0.259514476,Vascular smooth muscle cells / pericytes
SERF2,9.58E-103,0.377209039,Proximal tubule
SERINC1,2.54E-15,0.661181056,Podocyte
SERINC1,1.66E-08,0.65516573,Glomerular endothelial
SERINC1,0.03132116,0.393891203,Descending vasa recta
SERINC1,1,0.42574014,Ascending vasa recta
SERINC2,4.91E-98,0.71247874,Principal cells
SERINC2,5.22E-67,0.537780502,Connecting tubule
SERINC2,5.27E-50,0.511499568,Thin ascending loop of Henle
SERINC2,5.22E-67,0.537780502,Distal tubule
SERINC3,7.62E-05,0.361445517,Podocyte
SERINC3,2.03E-12,0.653892437,Glomerular endothelial
SERINC3,3.24E-13,0.591116541,Descending vasa recta
SERP1,1.10E-58,0.771840269,Macrophage
SERP1,6.51E-15,0.355425044,Monocyte
SERPINA1,9.48E-237,0.865436992,Proximal tubule
SERPINA1,8.14E-27,0.651161791,Descending loop of Henle
SERPINA1,2.86E-224,1.495131964,Macrophage
SERPINA5,3.50E-88,1.078638809,Thick ascending loop of Henle
SERPINA5,0,1.128101822,Connecting tubule
SERPINA5,0,1.128101822,Distal tubule
SERPINB1,7.73E-28,0.438195885,Macrophage
SERPINB1,6.14E-22,0.368600809,Monocyte
SERPINB6,2.25E-17,0.814679263,Glomerular endothelial
SERPINB6,0.000755505,0.495602341,Descending vasa recta
SERPINB6,1.02E-16,0.825672045,Ascending vasa recta
SERPINB9,7.18E-118,0.615330703,Monocyte
SERPINE2,4.60E-15,0.366289829,Interstitium / Fibroblasts
SERPINE2,0,2.519605009,Descending vasa recta
SERPINF1,1.64E-260,0.718079586,Monocyte
SERPINF1,7.22E-263,2.77150382,Interstitium / Fibroblasts
SERPING1,5.98E-57,0.476757423,Principal cells
SERPING1,3.22E-13,0.584695457,Descending loop of Henle
SERPING1,9.78E-10,0.48629738,Thick ascending loop of Henle
SERPING1,5.18E-71,0.822817941,Thin ascending loop of Henle
SERPING1,2.62E-12,0.555084314,Mesangial cell
SERPING1,2.58E-24,1.644603225,Interstitium / Fibroblasts
SERPING1,2.62E-12,0.555084314,Vascular smooth muscle cells / pericytes
SERPINH1,3.83E-11,0.716390349,Interstitium / Fibroblasts
SERTAD4-AS1,9.28E-52,0.430433218,Connecting tubule
SERTAD4-AS1,1.41E-71,0.632501416,Thin ascending loop of Henle
SERTAD4-AS1,9.28E-52,0.430433218,Distal tubule
SESN1,1.02E-56,0.464386091,Monocyte
SET,0.001337531,0.277901217,Descending loop of Henle
SET,1,0.283373954,Podocyte
SET,0.874055357,0.333445774,Mesangial cell
SET,0.874055357,0.333445774,Vascular smooth muscle cells / pericytes
SETD5-AS1,0.173618837,0.251735635,Thick ascending loop of Henle
SETD5-AS1,1.48E-05,0.263216461,Thin ascending loop of Henle
SF1,2.13E-13,0.312239571,Principal cells
SF1,4.78E-08,0.263494336,Thin ascending loop of Henle
SF3B1,1,0.495416668,Glomerular endothelial
SF3B14,9.75E-06,0.285618857,Proximal tubule
SF3B5,2.05E-22,0.41018722,Proximal tubule
SFPQ,1.22E-19,0.373725844,Principal cells
SFPQ,2.77E-10,0.374024884,Thin ascending loop of Henle
SFRP1,0,1.945811112,Thick ascending loop of Henle
SFRP1,1.02E-40,1.42529179,Interstitium / Fibroblasts
SFRP2,0,2.946976478,Interstitium / Fibroblasts
SFRP4,0,2.198301616,Interstitium / Fibroblasts
SFT2D1,4.91E-14,0.260987249,Principal cells
SFT2D1,3.08E-37,0.272883101,Intercalated cells
SFT2D1,1,0.252347554,Podocyte
SGCB,2.52E-34,0.626830431,Podocyte
SGCE,6.17E-14,0.733327445,Interstitium / Fibroblasts
SGK1,3.03E-88,1.232635296,Monocyte
SGK1,1.01E-117,1.573313605,Glomerular endothelial
SGK1,4.10E-11,0.920924609,Ascending vasa recta
SGPP1,6.60E-124,0.652313226,Principal cells
SGPP1,6.24E-89,0.455497377,Connecting tubule
SGPP1,6.24E-89,0.455497377,Distal tubule
SH3BGRL,4.13E-28,0.541744833,Macrophage
SH3BGRL,2.20E-11,0.263524633,Monocyte
SH3BGRL,3.51E-07,0.477620483,Mesangial cell
SH3BGRL,3.51E-07,0.477620483,Vascular smooth muscle cells / pericytes
SH3BGRL3,1.02E-168,1.511446543,Macrophage
SH3BGRL3,2.40E-17,0.366322963,Monocyte
SH3BGRL3,8.29E-227,0.844071828,T cells
SH3BGRL3,0.002861962,0.296528246,Descending vasa recta
SH3BP2,8.03E-47,0.444831749,Macrophage
SH3BP5,1.99E-05,0.685004587,Interstitium / Fibroblasts
SH3BP5,6.91E-78,1.074915336,Glomerular endothelial
SH3BP5,1.48E-28,1.08128044,Ascending vasa recta
SH3D19,3.17E-05,0.387715865,Interstitium / Fibroblasts
SH3GLB1,0.039280155,0.262871288,Podocyte
SH3GLB1,1,0.316074224,Descending vasa recta
SH3GLB2,1.39E-61,0.463427591,Principal cells
SH3KBP1,3.82E-58,0.490982584,Monocyte
SH3KBP1,8.47E-99,0.558231729,T cells
SH3YL1,0,1.629741619,Proximal tubule
SHISA3,2.13E-19,0.610368869,Interstitium / Fibroblasts
SHISA5,0.481927957,0.390611561,Interstitium / Fibroblasts
SHKBP1,5.79E-40,0.461639323,Macrophage
SHMT1,0,1.202308043,Proximal tubule
SIGIRR,2.42E-159,1.013911406,Proximal tubule
SIGLEC10,8.78E-194,0.679784843,Macrophage
SIGLEC10,3.83E-133,0.532452119,Monocyte
SIK1,4.20E-95,0.567725615,Principal cells
SIL1,0.550258353,0.44786695,Interstitium / Fibroblasts
SIRPA,9.36E-57,0.689120295,Podocyte
SIT1,0,0.787467818,T cells
SIVA1,0.827446932,0.307895149,Mesangial cell
SIVA1,0.827446932,0.307895149,Vascular smooth muscle cells / pericytes
SKA2,4.87E-09,0.379906575,Podocyte
SKA2,1,0.285314239,Interstitium / Fibroblasts
SKAP2,2.34E-11,0.322033722,Macrophage
SKAP2,8.21E-14,0.258019681,Monocyte
SKIL,8.44E-24,0.371422711,Monocyte
SKP1,8.14E-46,0.323699199,Proximal tubule
SKP1,0.254724103,0.253101216,Podocyte
SLA,2.32E-91,0.682172523,Macrophage
SLA,3.41E-70,0.59667468,Monocyte
SLA,7.47E-283,0.875408865,T cells
SLC11A1,0,1.351841685,Macrophage
SLC12A1,0,2.922410537,Thick ascending loop of Henle
SLC12A1,0,1.506586821,Thin ascending loop of Henle
SLC14A1,0,1.724430109,Glomerular endothelial
SLC14A1,2.53E-92,1.195715108,Descending vasa recta
SLC16A12,3.35E-52,0.584835829,Descending loop of Henle
SLC16A12,1.42E-134,1.048182933,Thick ascending loop of Henle
SLC16A3,2.46E-46,0.492328962,Macrophage
SLC16A4,4.31E-169,0.80934647,Proximal tubule
SLC16A5,9.09E-156,0.906036607,Thin ascending loop of Henle
SLC16A9,0,1.153563865,Proximal tubule
SLC1A3,6.27E-275,0.716109631,Monocyte
SLC20A1,4.95E-24,0.433040363,Macrophage
SLC22A2,8.70E-80,0.764911428,Descending loop of Henle
SLC22A3,3.39E-38,0.579371546,Interstitium / Fibroblasts
SLC22A6,0,1.111978783,Proximal tubule
SLC22A8,0,1.231623993,Proximal tubule
SLC25A29,9.15E-276,1.050250227,Principal cells
SLC25A29,2.49E-32,0.351257624,Connecting tubule
SLC25A29,2.49E-32,0.351257624,Distal tubule
SLC25A3,2.09E-177,0.782759878,Proximal tubule
SLC25A33,2.51E-40,0.497819385,Thick ascending loop of Henle
SLC25A36,3.74E-20,0.256613424,Connecting tubule
SLC25A36,4.25E-05,0.252550384,Thin ascending loop of Henle
SLC25A36,3.74E-20,0.256613424,Distal tubule
SLC25A37,3.67E-08,0.344886877,Descending loop of Henle
SLC25A37,2.89E-15,0.538120033,Podocyte
SLC25A39,1.35E-15,0.328779757,Proximal tubule
SLC25A39,5.37E-133,0.827551926,Intercalated cells
SLC25A4,4.36E-91,0.561771385,Intercalated cells
SLC25A4,4.05E-40,0.798330176,Thick ascending loop of Henle
SLC25A4,2.04E-28,0.332276853,Connecting tubule
SLC25A4,2.04E-28,0.332276853,Distal tubule
SLC25A5,0,0.98819212,Proximal tubule
SLC25A5,9.15E-62,0.539542545,Intercalated cells
SLC25A6,1.60E-63,0.547974456,Intercalated cells
SLC25A6,1.68E-23,0.409877879,Macrophage
SLC26A7,0,1.735011995,Intercalated cells
SLC2A3,5.30E-222,0.874991511,T cells
SLC2A4RG,1.36E-59,0.549107073,Proximal tubule
SLC31A2,3.89E-173,0.854452294,Macrophage
SLC31A2,1.60E-60,0.410446079,Monocyte
SLC37A4,1.75E-151,0.725318714,Proximal tubule
SLC37A4,6.63E-19,0.413338954,Descending loop of Henle
SLC38A1,1.12E-115,0.807471569,Principal cells
SLC38A1,1.77E-49,0.459360807,Connecting tubule
SLC38A1,1.77E-49,0.459360807,Distal tubule
SLC38A2,3.97E-19,0.274468026,Connecting tubule
SLC38A2,1.55E-21,0.664219874,Mesangial cell
SLC38A2,1,0.317056535,Descending vasa recta
SLC38A2,1,0.495615305,Ascending vasa recta
SLC38A2,1.55E-21,0.664219874,Vascular smooth muscle cells / pericytes
SLC38A2,3.97E-19,0.274468026,Distal tubule
SLC39A1,4.20E-19,0.357394307,Thin ascending loop of Henle
SLC39A13,0.004767399,0.285275809,Interstitium / Fibroblasts
SLC39A6,1.07E-131,0.801988181,Principal cells
SLC3A1,9.26E-166,0.874610187,Proximal tubule
SLC3A1,1.49E-23,0.475326767,Descending loop of Henle
SLC3A1,2.84E-09,0.27877552,Thick ascending loop of Henle
SLC3A2,8.54E-05,0.673975402,Ascending vasa recta
SLC43A2,7.44E-132,0.602946929,Intercalated cells
SLC43A3,9.80E-25,0.399418441,Interstitium / Fibroblasts
SLC44A1,4.00E-55,0.533293838,Principal cells
SLC44A1,1,0.265326343,Interstitium / Fibroblasts
SLC44A1,1.32E-58,1.099247065,Glomerular endothelial
SLC44A2,1.09E-49,0.519611613,Principal cells
SLC44A2,0.000237245,0.258163702,Thick ascending loop of Henle
SLC44A2,2.04E-16,0.601019013,Podocyte
SLC44A2,1.52E-35,0.448158721,Thin ascending loop of Henle
SLC48A1,8.59E-40,0.908721412,Podocyte
SLC48A1,1.65E-25,0.673222856,Descending vasa recta
SLC4A9,0,1.21534999,Intercalated cells
SLC5A12,0,1.039742179,Proximal tubule
SLC6A13,0,1.258960481,Proximal tubule
SLC6A6,4.70E-118,1.466026709,Descending vasa recta
SLC7A1,2.02E-161,0.667970405,Principal cells
SLC7A2,1.85E-232,0.863142154,Mesangial cell
SLC7A2,1.85E-232,0.863142154,Vascular smooth muscle cells / pericytes
SLC7A7,0,1.722541009,Proximal tubule
SLC7A8,1.42E-43,0.827149057,Podocyte
SLC8A1,1.21E-40,0.478920249,Principal cells
SLC8A1,0,2.010275188,Connecting tubule
SLC8A1,0,2.010275188,Distal tubule
SLC9A3R1,1.26E-191,0.878683902,Proximal tubule
SLC9A3R2,1.88E-63,0.685752736,Podocyte
SLC9A3R2,1.49E-10,0.344078446,Mesangial cell
