gene symbol,p_val_adj,avg_logFC,cell type
MGEA5,8.11E-12,0.412083,Thick ascending loop of Henle
GTF2I,8.50E-12,0.361985,Thick ascending loop of Henle
TMEM123,1.64E-11,0.339658,Thick ascending loop of Henle
MYEF2,2.97E-11,0.370455,Thick ascending loop of Henle
SPINT2,3.42E-11,0.312039,Thick ascending loop of Henle
GLRX5,5.24E-11,0.399985,Thick ascending loop of Henle
UQCRFS1,5.46E-11,0.378351,Thick ascending loop of Henle
SLC25A36,6.93E-11,0.353645,Thick ascending loop of Henle
TSPAN6,8.21E-11,0.375908,Thick ascending loop of Henle
SYNJ2BP,1.25E-10,0.332341,Thick ascending loop of Henle
H1F0,1.67E-10,0.45773,Thick ascending loop of Henle
COA3,2.32E-10,0.32067,Thick ascending loop of Henle
SCIN,3.26E-10,0.30546,Thick ascending loop of Henle
ZBTB44,3.82E-10,0.364677,Thick ascending loop of Henle
EIF4B,4.85E-10,0.362712,Thick ascending loop of Henle
WLS,5.48E-10,0.36196,Thick ascending loop of Henle
HACD3,7.07E-10,0.353731,Thick ascending loop of Henle
SDC4,7.22E-10,0.303627,Thick ascending loop of Henle
POGZ,7.54E-10,0.368832,Thick ascending loop of Henle
DHX15,7.75E-10,0.371989,Thick ascending loop of Henle
MT-ND6,8.38E-10,0.311171,Thick ascending loop of Henle
TTC3,9.71E-10,0.368871,Thick ascending loop of Henle
VDAC2,1.07E-09,0.368041,Thick ascending loop of Henle
DLD,1.66E-09,0.367361,Thick ascending loop of Henle
NPTN,1.67E-09,0.352465,Thick ascending loop of Henle
UQCRC2,1.75E-09,0.387263,Thick ascending loop of Henle
MOCS2,2.49E-09,0.355403,Thick ascending loop of Henle
ATP2C1,3.50E-09,0.345223,Thick ascending loop of Henle
MLLT4,4.11E-09,0.376139,Thick ascending loop of Henle
TTC14,4.62E-09,0.353447,Thick ascending loop of Henle
LINC00657,7.83E-09,0.339764,Thick ascending loop of Henle
ASAP2,9.96E-09,0.335769,Thick ascending loop of Henle
GHITM,1.12E-08,0.337079,Thick ascending loop of Henle
PARD6B,1.12E-08,0.357023,Thick ascending loop of Henle
RNF10,1.14E-08,0.353307,Thick ascending loop of Henle
IRF2BP2,1.83E-08,0.344773,Thick ascending loop of Henle
AMD1,1.99E-08,0.370214,Thick ascending loop of Henle
PKP4,2.22E-08,0.306017,Thick ascending loop of Henle
PNISR,2.33E-08,0.31654,Thick ascending loop of Henle
MPC2,4.45E-08,0.325382,Thick ascending loop of Henle
CD46,5.13E-08,0.312377,Thick ascending loop of Henle
COL6A1,5.16E-08,0.289418,Thick ascending loop of Henle
TMEM245,7.44E-08,0.316319,Thick ascending loop of Henle
ETNK1,1.09E-07,0.338974,Thick ascending loop of Henle
OGT,1.25E-07,0.353201,Thick ascending loop of Henle
PGRMC1,2.04E-07,0.31617,Thick ascending loop of Henle
ACSL3,2.42E-07,0.326672,Thick ascending loop of Henle
SLC25A3,2.53E-07,0.275482,Thick ascending loop of Henle
TOP2B,2.56E-07,0.313092,Thick ascending loop of Henle
FOXO3,3.70E-07,0.347502,Thick ascending loop of Henle
PRDX2,5.08E-07,0.281388,Thick ascending loop of Henle
MYO9A,5.27E-07,0.365136,Thick ascending loop of Henle
SPPL2A,7.59E-07,0.285802,Thick ascending loop of Henle
ANK3,8.46E-07,0.289971,Thick ascending loop of Henle
CBX5,1.27E-06,0.363049,Thick ascending loop of Henle
MAGI1,1.75E-06,0.312778,Thick ascending loop of Henle
SPIN1,1.90E-06,0.327346,Thick ascending loop of Henle
MYO6,2.28E-06,0.296259,Thick ascending loop of Henle
CYC1,2.46E-06,0.351035,Thick ascending loop of Henle
SSBP3,4.77E-06,0.308661,Thick ascending loop of Henle
IMMP1L,5.38E-06,0.319063,Thick ascending loop of Henle
THUMPD1,6.02E-06,0.324287,Thick ascending loop of Henle
KIDINS220,7.11E-06,0.320338,Thick ascending loop of Henle
ARID1A,1.02E-05,0.321564,Thick ascending loop of Henle
PPM1B,1.10E-05,0.303222,Thick ascending loop of Henle
WEE1,1.18E-05,0.319294,Thick ascending loop of Henle
CISD1,1.31E-05,0.328595,Thick ascending loop of Henle
DDB1,1.60E-05,0.349443,Thick ascending loop of Henle
LNPEP,1.72E-05,0.314051,Thick ascending loop of Henle
ATP5F1,2.26E-05,0.298608,Thick ascending loop of Henle
NDFIP1,3.49E-05,0.27587,Thick ascending loop of Henle
HNRNPDL,4.57E-05,0.259047,Thick ascending loop of Henle
CHP1,6.91E-05,0.344321,Thick ascending loop of Henle
MAL2,6.97E-05,0.274796,Thick ascending loop of Henle
UQCRC1,7.28E-05,0.297327,Thick ascending loop of Henle
COL18A1,8.26E-05,0.294373,Thick ascending loop of Henle
FNBP1L,8.53E-05,0.284806,Thick ascending loop of Henle
TPD52,9.11E-05,0.264942,Thick ascending loop of Henle
LINC00969,9.37E-05,0.259544,Thick ascending loop of Henle
NDUFV1,9.58E-05,0.322661,Thick ascending loop of Henle
GBAS,9.60E-05,0.288171,Thick ascending loop of Henle
ADD3,0.000112,0.261836,Thick ascending loop of Henle
SDHC,0.000153,0.305537,Thick ascending loop of Henle
PRDX6,0.000155,0.256807,Thick ascending loop of Henle
ADH5,0.000163,0.269101,Thick ascending loop of Henle
AIF1L,0.000169,0.25002,Thick ascending loop of Henle
PLEKHB2,0.000179,0.300749,Thick ascending loop of Henle
SCP2,0.000184,0.260925,Thick ascending loop of Henle
LIFR,0.000208,0.254222,Thick ascending loop of Henle
NDUFB5,0.000217,0.281381,Thick ascending loop of Henle
NUDT21,0.000235,0.305178,Thick ascending loop of Henle
DICER1,0.000246,0.276726,Thick ascending loop of Henle
CTNND1,0.000312,0.27484,Thick ascending loop of Henle
ACADVL,0.00034,0.286336,Thick ascending loop of Henle
SRSF6,0.000359,0.302032,Thick ascending loop of Henle
CAMK2N1,0.000365,0.262461,Thick ascending loop of Henle
SENP6,0.000419,0.292709,Thick ascending loop of Henle
CPEB4,0.000962,0.276261,Thick ascending loop of Henle
SARAF,0.001404,0.25509,Thick ascending loop of Henle
TSC22D2,0.001706,0.304793,Thick ascending loop of Henle
ZMYM2,0.001983,0.254624,Thick ascending loop of Henle
TMX4,0.003079,0.262265,Thick ascending loop of Henle
RCN2,0.003319,0.286318,Thick ascending loop of Henle
RAB5B,0.005453,0.282329,Thick ascending loop of Henle
EFCAB14,0.006107,0.262502,Thick ascending loop of Henle
ARHGAP5,0.00677,0.271766,Thick ascending loop of Henle
GLO1,0.009075,0.295731,Thick ascending loop of Henle
FAM213A,0.010674,0.304209,Thick ascending loop of Henle
BHLHE40,0.012261,0.266914,Thick ascending loop of Henle
PUM2,0.015957,0.251286,Thick ascending loop of Henle
LYPLA1,0.017745,0.262946,Thick ascending loop of Henle
ERRFI1,0.018581,0.2558,Thick ascending loop of Henle
ANXA11,0.023493,0.259739,Thick ascending loop of Henle
GOLPH3,0.03662,0.284357,Thick ascending loop of Henle
LUC7L2,0.037838,0.298124,Thick ascending loop of Henle
FKBP5,0.045865,0.272569,Thick ascending loop of Henle
UBL3,0.046659,0.251246,Thick ascending loop of Henle
AMFR,0.058024,0.252004,Thick ascending loop of Henle
MTRNR2L12,0.062076,0.260175,Thick ascending loop of Henle
FXR1,0.069362,0.264152,Thick ascending loop of Henle
NFE2L2,0.335418,0.339895,Thick ascending loop of Henle
6-Mar,0.424886,0.261309,Thick ascending loop of Henle
RTN3,0.452381,0.255743,Thick ascending loop of Henle
TOMM20,1,0.253699,Thick ascending loop of Henle
CALB1,0,2.01713,Intercalated cells
CLNK,0,0.989441,Intercalated cells
SLC26A7,0,1.358915,Intercalated cells
ATP6V0D2,0,1.093141,Intercalated cells
ATP6V1G3,0,1.141714,Intercalated cells
PART1,0,0.772861,Intercalated cells
TMEM52B,0,1.317009,Intercalated cells
DMRT2,0,0.892535,Intercalated cells
TMEM213,0,1.428474,Intercalated cells
FXYD4,1.72E-286,0.671906,Intercalated cells
LINC01187,4.09E-284,0.736827,Intercalated cells
KIT,5.29E-280,0.876498,Intercalated cells
HEPACAM2,1.43E-274,0.681474,Intercalated cells
SLC8A1,3.63E-273,1.440002,Intercalated cells
SLC4A1,2.22E-270,0.894105,Intercalated cells
RHCG,1.56E-248,0.765934,Intercalated cells
PDE1C,1.54E-244,0.584388,Intercalated cells
PTGER3,4.22E-244,1.089002,Intercalated cells
RHBG,3.53E-243,0.696697,Intercalated cells
FAM24B,3.98E-243,0.795593,Intercalated cells
CLDN8,1.28E-241,0.934595,Intercalated cells
HSD11B2,2.44E-231,1.120477,Intercalated cells
AVPR1A,1.23E-219,0.526414,Intercalated cells
STAP1,3.00E-198,0.509321,Intercalated cells
ADGRF5,7.34E-197,1.372695,Intercalated cells
KLK1,1.13E-196,0.944053,Intercalated cells
ATP6V1C2,1.27E-192,0.577676,Intercalated cells
LHX1,2.04E-190,0.712683,Intercalated cells
SMIM6,1.04E-188,0.643767,Intercalated cells
HMGCS2,1.32E-184,0.738161,Intercalated cells
ATP6V0A4,1.63E-179,0.668149,Intercalated cells
CA12,5.78E-178,1.16028,Intercalated cells
RP13-1039J1.2,8.21E-176,0.461288,Intercalated cells
SCN2A,9.70E-171,0.49144,Intercalated cells
MPPED2,4.38E-170,0.604896,Intercalated cells
CDH1,1.65E-168,0.874286,Intercalated cells
EPCAM,2.02E-168,1.10492,Intercalated cells
PVALB,5.40E-168,0.62442,Intercalated cells
PIK3C2G,1.31E-165,0.517471,Intercalated cells
TMPRSS2,1.05E-159,0.538044,Intercalated cells
TOX3,1.75E-155,0.628042,Intercalated cells
EMX1,4.22E-152,0.551411,Intercalated cells
CA2,7.02E-149,0.916996,Intercalated cells
SMIM5,1.35E-147,0.593725,Intercalated cells
DEFB1,7.94E-147,1.274899,Intercalated cells
SCIN,2.26E-146,0.923789,Intercalated cells
AQP2,7.49E-146,0.449125,Intercalated cells
RCAN2,1.34E-137,0.575528,Intercalated cells
COBLL1,3.82E-136,0.954589,Intercalated cells
RTN4,4.05E-134,1.12159,Intercalated cells
ATP6V1B1,5.42E-133,0.646998,Intercalated cells
TACSTD2,8.86E-133,1.289784,Intercalated cells
TMEM101,1.46E-131,0.834755,Intercalated cells
C12orf75,1.03E-130,1.141314,Intercalated cells
CAMK2N1,2.00E-130,0.982064,Intercalated cells
TFAP2A,7.65E-130,0.503365,Intercalated cells
ATP1B1,4.01E-128,1.1948,Intercalated cells
CLCNKA,4.30E-128,0.636664,Intercalated cells
ADGRF1,2.89E-123,0.639776,Intercalated cells
RASD1,3.22E-120,0.869816,Intercalated cells
CLCNKB,2.62E-118,0.679534,Intercalated cells
GATA3,2.77E-114,0.688342,Intercalated cells
DPY19L2,1.12E-112,0.494449,Intercalated cells
WNK1,1.19E-112,1.058045,Intercalated cells
DSG2,1.46E-112,0.861396,Intercalated cells
CDH16,5.15E-109,0.780036,Intercalated cells
NEDD4L,6.43E-109,0.791207,Intercalated cells
EMX2,3.40E-108,0.947065,Intercalated cells
NUPR2,4.03E-105,0.497132,Intercalated cells
WFDC2,4.34E-104,0.705465,Intercalated cells
TFCP2L1,7.11E-102,0.697157,Intercalated cells
ATP6V0B,1.19E-101,0.968828,Intercalated cells
ATP6AP2,1.23E-101,1.032676,Intercalated cells
SMIM24,1.46E-97,0.754691,Intercalated cells
KITLG,2.01E-95,0.579116,Intercalated cells
AQP3,9.45E-95,0.459273,Intercalated cells
COX7B,4.72E-94,0.815351,Intercalated cells
CD9,4.24E-93,0.779249,Intercalated cells
PPARGC1A,1.24E-92,0.643238,Intercalated cells
GRB14,2.09E-92,0.488689,Intercalated cells
ATP6V1A,6.53E-91,0.827814,Intercalated cells
STC1,3.19E-90,0.634693,Intercalated cells
ARHGAP18,1.44E-89,0.742024,Intercalated cells
SLIT2,9.72E-88,0.418809,Intercalated cells
MOB1B,8.32E-87,0.634427,Intercalated cells
EFNA5,2.21E-86,0.469967,Intercalated cells
HOXB-AS3,1.32E-85,0.49455,Intercalated cells
MSI2,2.94E-85,0.777313,Intercalated cells
NDUFA4,4.81E-85,0.645549,Intercalated cells
CLDN7,6.32E-85,0.72767,Intercalated cells
GMNN,3.83E-84,0.546137,Intercalated cells
COX7C,1.67E-83,0.57384,Intercalated cells
SNTB1,5.55E-83,0.448506,Intercalated cells
MAL,4.06E-82,0.693157,Intercalated cells
ARL4D,8.10E-82,0.522431,Intercalated cells
MAGI1,1.32E-81,0.64817,Intercalated cells
FAM84A,8.35E-80,0.396681,Intercalated cells
MECOM,3.58E-79,0.655368,Intercalated cells
OGDHL,2.21E-78,0.502045,Intercalated cells
GPAT3,1.44E-77,0.489884,Intercalated cells
DSP,2.70E-77,0.685457,Intercalated cells
KRT19,1.37E-76,0.791758,Intercalated cells
TBX2,4.70E-76,0.400737,Intercalated cells
GPR160,1.31E-75,0.566221,Intercalated cells
FGF9,1.82E-75,0.423313,Intercalated cells
EPS8,9.74E-75,0.645238,Intercalated cells
FXYD2,2.75E-74,0.694073,Intercalated cells
KCNJ1,6.96E-74,0.523396,Intercalated cells
MUC1,1.58E-73,0.551461,Intercalated cells
SEMA3C,6.26E-73,0.493608,Intercalated cells
HACD3,7.40E-73,0.724973,Intercalated cells
TXNIP,7.74E-73,0.670812,Intercalated cells
ABCA5,4.87E-72,0.627996,Intercalated cells
CKB,1.76E-69,0.70011,Intercalated cells
HOXD8,5.98E-69,0.561302,Intercalated cells
LINC00969,1.55E-68,0.727566,Intercalated cells
PTGR1,1.90E-67,0.598754,Intercalated cells
GADD45G,2.83E-67,0.57225,Intercalated cells
COX6C,2.53E-66,0.603478,Intercalated cells
RARRES3,2.69E-66,0.853557,Intercalated cells
CHCHD10,7.77E-65,0.707167,Intercalated cells
SCPEP1,1.33E-64,0.622662,Intercalated cells
RALBP1,3.45E-64,0.837955,Intercalated cells
GMPR,2.47E-63,0.336767,Intercalated cells
ESRRG,1.41E-62,0.490637,Intercalated cells
RNF152,1.79E-62,0.628145,Intercalated cells
FIBIN,4.55E-62,0.559712,Intercalated cells
CYSTM1,3.17E-61,0.673106,Intercalated cells
PFN2,5.22E-61,0.634737,Intercalated cells
COA3,5.80E-61,0.662784,Intercalated cells
FZD7,7.31E-61,0.364513,Intercalated cells
MRPL33,8.16E-61,0.66335,Intercalated cells
SMIM22,1.03E-60,0.54122,Intercalated cells
SCNN1A,3.68E-60,0.495923,Intercalated cells
ITGA2,1.01E-59,0.504955,Intercalated cells
GPRC5B,1.08E-59,0.395673,Intercalated cells
PLCXD2,1.87E-59,0.409202,Intercalated cells
UAP1,6.00E-59,0.505267,Intercalated cells
PRKAA2,3.05E-58,0.518552,Intercalated cells
GDF15,3.59E-58,0.678362,Intercalated cells
RP11-532F12.5,4.32E-58,0.418514,Intercalated cells
DMKN,6.20E-58,0.545974,Intercalated cells
SLC38A1,8.22E-58,0.574638,Intercalated cells
CYCS,4.73E-57,0.658559,Intercalated cells
KIF21A,1.31E-56,0.450481,Intercalated cells
LDHB,1.39E-56,0.652215,Intercalated cells
UHMK1,9.26E-56,0.591551,Intercalated cells
PRPS2,3.89E-55,0.426179,Intercalated cells
SOX4,7.83E-55,0.804706,Intercalated cells
KCNC4,1.06E-54,0.422201,Intercalated cells
NFE2L2,3.99E-54,0.723805,Intercalated cells
CADPS2,5.77E-54,0.455588,Intercalated cells
ZMPSTE24,8.22E-54,0.579221,Intercalated cells
COX7A2,8.93E-54,0.532966,Intercalated cells
CD24,1.26E-53,0.501275,Intercalated cells
NDUFA5,2.08E-53,0.606128,Intercalated cells
FAM107B,3.12E-53,0.548994,Intercalated cells
TBC1D9,7.87E-53,0.534279,Intercalated cells
RP5-862P8.2,3.29E-52,0.394316,Intercalated cells
DHRS7,4.58E-52,0.550123,Intercalated cells
HOXB3,3.01E-51,0.479841,Intercalated cells
ABCC5,7.78E-51,0.425138,Intercalated cells
ATP1A1,8.37E-51,0.536119,Intercalated cells
JADE1,3.91E-50,0.574966,Intercalated cells
CAPG,1.26E-49,0.572495,Intercalated cells
COX7A1,2.19E-49,0.711474,Intercalated cells
IL18,5.93E-49,0.421246,Intercalated cells
CAPS,6.85E-49,0.37477,Intercalated cells
NDUFA6,8.62E-49,0.570699,Intercalated cells
ATP5B,1.13E-48,0.590865,Intercalated cells
TMEM51,1.39E-48,0.39915,Intercalated cells
CTSH,2.43E-48,0.469006,Intercalated cells
NDUFA1,3.49E-48,0.508726,Intercalated cells
PTBP3,1.54E-47,0.610008,Intercalated cells
UQCRQ,2.72E-47,0.50052,Intercalated cells
MPC1,5.16E-47,0.538434,Intercalated cells
ITGA6,1.16E-46,0.469816,Intercalated cells
LGALS3,4.89E-46,0.635081,Intercalated cells
ATP5L,1.73E-45,0.468264,Intercalated cells
TBC1D14,2.83E-45,0.366588,Intercalated cells
SLC25A5,3.06E-45,0.658727,Intercalated cells
SLC16A7,3.54E-45,0.380011,Intercalated cells
RDH10,9.78E-45,0.407601,Intercalated cells
TMEM59,1.24E-44,0.487996,Intercalated cells
VDAC1,2.02E-44,0.582285,Intercalated cells
EXOSC7,2.87E-44,0.341865,Intercalated cells
ELF3,2.94E-43,0.491262,Intercalated cells
COX5A,3.91E-43,0.607425,Intercalated cells
COX5B,4.52E-43,0.49901,Intercalated cells
NDUFB9,1.53E-42,0.585098,Intercalated cells
ATP5G3,1.86E-42,0.554329,Intercalated cells
SPX,1.87E-42,0.377926,Intercalated cells
LIMCH1,3.93E-42,0.444769,Intercalated cells
COX6A1,4.05E-42,0.545765,Intercalated cells
NRDC,5.91E-42,0.392031,Intercalated cells
EMX2OS,6.41E-42,0.454396,Intercalated cells
AMFR,1.56E-41,0.551407,Intercalated cells
WSB1,1.73E-41,0.502014,Intercalated cells
UQCRB,3.82E-41,0.449264,Intercalated cells
TPD52,4.05E-41,0.432522,Intercalated cells
ATP5A1,4.11E-41,0.529037,Intercalated cells
COX4I1,8.84E-41,0.47138,Intercalated cells
NNT,1.78E-40,0.480838,Intercalated cells
MINOS1,2.07E-40,0.496833,Intercalated cells
ITPR2,4.88E-40,0.399564,Intercalated cells
COX8A,1.19E-39,0.518099,Intercalated cells
GABARAPL1,1.78E-39,0.506495,Intercalated cells
RAB11FIP2,3.29E-39,0.399295,Intercalated cells
UQCR10,3.43E-39,0.527701,Intercalated cells
SORL1,3.54E-39,0.438041,Intercalated cells
GLTP,1.02E-38,0.437773,Intercalated cells
ATP5O,2.97E-38,0.531728,Intercalated cells
SLC43A2,4.69E-38,0.312123,Intercalated cells
PTPN13,5.96E-38,0.371062,Intercalated cells
DUSP6,1.73E-37,0.633534,Intercalated cells
MOCS2,3.56E-37,0.484961,Intercalated cells
GSTM3,3.92E-37,0.39066,Intercalated cells
ATP6V1G1,5.45E-37,0.455595,Intercalated cells
CLYBL,5.87E-36,0.316142,Intercalated cells
SLC25A39,6.15E-36,0.444194,Intercalated cells
UBL3,8.07E-36,0.420776,Intercalated cells
CMTM4,9.86E-36,0.354471,Intercalated cells
CASZ1,3.48E-35,0.350343,Intercalated cells
SCD5,3.90E-35,0.366358,Intercalated cells
ATP5I,3.95E-35,0.371682,Intercalated cells
RAB3IP,6.89E-35,0.4039,Intercalated cells
PROM2,7.49E-35,0.280877,Intercalated cells
H3F3A,8.91E-35,0.388344,Intercalated cells
NDUFC1,8.96E-35,0.4723,Intercalated cells
MIF,1.08E-34,0.495983,Intercalated cells
ACADM,1.53E-34,0.461141,Intercalated cells
HADHB,1.56E-34,0.495165,Intercalated cells
SETBP1,1.72E-34,0.325851,Intercalated cells
ATP5J,2.83E-34,0.444927,Intercalated cells
LRRC16A,3.21E-34,0.391415,Intercalated cells
DLD,4.18E-34,0.420668,Intercalated cells
PTPN3,5.12E-34,0.337077,Intercalated cells
GBAS,7.80E-34,0.403322,Intercalated cells
CLN5,8.98E-34,0.39775,Intercalated cells
STARD10,9.76E-34,0.302658,Intercalated cells
COX20,9.87E-34,0.508948,Intercalated cells
RHOBTB3,1.14E-33,0.391567,Intercalated cells
ATP5G1,1.50E-33,0.50081,Intercalated cells
USMG5,2.00E-33,0.43363,Intercalated cells
RBM47,5.05E-33,0.431366,Intercalated cells
ABHD2,7.55E-33,0.404345,Intercalated cells
PPDPF,2.22E-32,0.435727,Intercalated cells
EFCAB14,3.82E-32,0.471899,Intercalated cells
FAM171A1,4.27E-32,0.374964,Intercalated cells
PDHA1,7.12E-32,0.332364,Intercalated cells
MRPS35,7.55E-32,0.337218,Intercalated cells
PRDX2,9.10E-32,0.458148,Intercalated cells
MRPS6,1.03E-31,0.439058,Intercalated cells
ATPIF1,1.22E-31,0.426164,Intercalated cells
HPRT1,1.31E-31,0.411834,Intercalated cells
HIGD1A,1.51E-31,0.460622,Intercalated cells
ATP6V1H,1.79E-31,0.370555,Intercalated cells
RAB40B,2.36E-31,0.27231,Intercalated cells
BTG2,6.10E-31,0.550586,Intercalated cells
FAM60A,9.35E-31,0.359776,Intercalated cells
XIST,9.46E-31,0.424608,Intercalated cells
BSG,1.37E-30,0.463757,Intercalated cells
FOXP1,2.06E-30,0.523457,Intercalated cells
TRIM2,2.13E-30,0.368552,Intercalated cells
COX6B1,3.47E-30,0.38055,Intercalated cells
NDUFS5,3.89E-30,0.447108,Intercalated cells
SKP1,4.67E-30,0.369091,Intercalated cells
ARHGAP24,5.68E-30,0.414878,Intercalated cells
IDH2,5.90E-30,0.299253,Intercalated cells
NFAT5,6.11E-30,0.45936,Intercalated cells
SULT1C2,1.15E-29,0.333337,Intercalated cells
MYO6,1.22E-29,0.42556,Intercalated cells
NDUFB2,1.47E-29,0.402587,Intercalated cells
ZNF503,1.89E-29,0.360375,Intercalated cells
RBBP8,1.94E-29,0.313925,Intercalated cells
LITAF,2.86E-29,0.437402,Intercalated cells
C7orf55,6.15E-29,0.37467,Intercalated cells
TSPAN7,7.64E-29,0.280997,Intercalated cells
ARSD,7.83E-29,0.327573,Intercalated cells
EFHD1,8.57E-29,0.310748,Intercalated cells
NDUFB6,1.55E-28,0.4298,Intercalated cells
PLEKHB2,2.09E-28,0.414976,Intercalated cells
PTP4A1,4.05E-28,0.436141,Intercalated cells
NDUFC2,4.51E-28,0.458607,Intercalated cells
CLDN4,5.58E-28,0.410994,Intercalated cells
SLC25A4,5.66E-28,0.341384,Intercalated cells
ANXA4,7.07E-28,0.406564,Intercalated cells
ACAT1,7.20E-28,0.445505,Intercalated cells
MACC1,1.02E-27,0.27923,Intercalated cells
ARL4A,1.55E-27,0.367687,Intercalated cells
PAX2,2.57E-27,0.345034,Intercalated cells
KLF5,2.89E-27,0.352818,Intercalated cells
FAM195A,4.08E-27,0.307253,Intercalated cells
ARL4C,5.04E-27,0.570332,Intercalated cells
GHITM,9.50E-27,0.43329,Intercalated cells
FAM84B,1.16E-26,0.354827,Intercalated cells
C10orf11,1.26E-26,0.301862,Intercalated cells
LIMA1,1.64E-26,0.425836,Intercalated cells
CLMN,1.92E-26,0.312375,Intercalated cells
PTPRF,2.98E-26,0.333228,Intercalated cells
SH3RF1,3.59E-26,0.300457,Intercalated cells
PLEKHA1,4.05E-26,0.408407,Intercalated cells
AOC1,4.88E-26,0.298557,Intercalated cells
KRT18,5.62E-26,0.376858,Intercalated cells
EZR,5.70E-26,0.38203,Intercalated cells
PNPLA8,8.18E-26,0.318024,Intercalated cells
BEX2,1.26E-25,0.390434,Intercalated cells
COPRS,2.16E-25,0.377838,Intercalated cells
ALDH1A1,7.90E-25,0.401773,Intercalated cells
MAL2,7.93E-25,0.359145,Intercalated cells
CYC1,1.21E-24,0.383235,Intercalated cells
TNFRSF12A,1.83E-24,0.378112,Intercalated cells
TWSG1,2.43E-24,0.3421,Intercalated cells
DLGAP1-AS1,2.52E-24,0.302751,Intercalated cells
RAB11FIP1,2.79E-24,0.286767,Intercalated cells
PRRG4,3.45E-24,0.251547,Intercalated cells
GSTP1,4.95E-24,0.388562,Intercalated cells
CISD1,5.19E-24,0.41462,Intercalated cells
AMD1,1.21E-23,0.412199,Intercalated cells
ATP6V1D,1.24E-23,0.402166,Intercalated cells
FAM162A,1.72E-23,0.361999,Intercalated cells
ATP6V1F,2.29E-23,0.438845,Intercalated cells
CBR4,2.42E-23,0.310856,Intercalated cells
SYNJ2BP,3.56E-23,0.387325,Intercalated cells
CRYZ,3.74E-23,0.397201,Intercalated cells
SRI,3.97E-23,0.389395,Intercalated cells
ZNF664,4.58E-23,0.334593,Intercalated cells
HOOK1,6.49E-23,0.25757,Intercalated cells
NDUFB4,1.07E-22,0.403385,Intercalated cells
MTHFD2L,2.58E-22,0.288528,Intercalated cells
HSPE1,2.77E-22,0.384424,Intercalated cells
POU3F3,3.94E-22,0.303456,Intercalated cells
ATP5F1,4.05E-22,0.429515,Intercalated cells
PRKCA,4.28E-22,0.2988,Intercalated cells
UQCRFS1,6.04E-22,0.391396,Intercalated cells
ATP5C1,1.15E-21,0.404799,Intercalated cells
PCNXL4,1.22E-21,0.282119,Intercalated cells
ERBB2,2.25E-21,0.28977,Intercalated cells
TMEM106C,3.28E-21,0.262829,Intercalated cells
ATP6V0E1,4.33E-21,0.2976,Intercalated cells
SDC4,5.54E-21,0.374215,Intercalated cells
COL6A1,8.13E-21,0.266221,Intercalated cells
SMDT1,1.22E-20,0.374535,Intercalated cells
ATP5H,1.42E-20,0.378727,Intercalated cells
PIGQ,1.79E-20,0.278068,Intercalated cells
SYPL1,1.98E-20,0.374502,Intercalated cells
SNRPN,2.66E-20,0.349795,Intercalated cells
SUCLG1,2.75E-20,0.314037,Intercalated cells
PPA2,2.85E-20,0.298538,Intercalated cells
TSTD1,5.02E-20,0.376818,Intercalated cells
ARHGAP5,5.09E-20,0.325431,Intercalated cells
SCP2,5.34E-20,0.39959,Intercalated cells
SCOC,5.36E-20,0.34606,Intercalated cells
SRP9,5.50E-20,0.393113,Intercalated cells
CNPPD1,5.74E-20,0.283743,Intercalated cells
PNKD,7.13E-20,0.34562,Intercalated cells
PQLC3,8.89E-20,0.326766,Intercalated cells
SRSF5,1.16E-19,0.335756,Intercalated cells
B3GNT2,1.49E-19,0.291073,Intercalated cells
MTX2,1.76E-19,0.304424,Intercalated cells
HMGN1,1.87E-19,0.351703,Intercalated cells
WWP1,1.90E-19,0.2844,Intercalated cells
GNA11,3.11E-19,0.282089,Intercalated cells
FDX1,4.21E-19,0.307655,Intercalated cells
DCDC2,4.33E-19,0.266223,Intercalated cells
TMEM9B,4.48E-19,0.324482,Intercalated cells
ASAP2,5.09E-19,0.303038,Intercalated cells
MAN1A1,5.29E-19,0.362762,Intercalated cells
LGR4,6.24E-19,0.269409,Intercalated cells
COMTD1,1.01E-18,0.258335,Intercalated cells
EIF1AX,1.51E-18,0.34779,Intercalated cells
CIRBP,1.58E-18,0.311604,Intercalated cells
HOXB7,1.71E-18,0.27727,Intercalated cells
MDH1,1.82E-18,0.351483,Intercalated cells
LIMS1,3.06E-18,0.36455,Intercalated cells
TM9SF3,3.09E-18,0.331625,Intercalated cells
SLC25A6,4.69E-18,0.348832,Intercalated cells
NDUFA9,5.92E-18,0.258318,Intercalated cells
C1D,6.19E-18,0.277083,Intercalated cells
AIF1L,9.00E-18,0.310305,Intercalated cells
HIPK2,9.07E-18,0.33391,Intercalated cells
RICTOR,9.33E-18,0.328273,Intercalated cells
SDHD,1.06E-17,0.307724,Intercalated cells
SMIM14,1.07E-17,0.344178,Intercalated cells
THUMPD1,1.18E-17,0.263589,Intercalated cells
NDUFS7,1.38E-17,0.357728,Intercalated cells
TMED4,1.60E-17,0.337878,Intercalated cells
VAV3,1.68E-17,0.263239,Intercalated cells
PERP,2.04E-17,0.298249,Intercalated cells
RWDD4,2.29E-17,0.251514,Intercalated cells
ATP5D,2.61E-17,0.321068,Intercalated cells
ATP6V1E1,3.20E-17,0.308906,Intercalated cells
VAPA,3.34E-17,0.352307,Intercalated cells
